Animal ID,Date of Birth,Name,DateTime,MonthYear,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A840376,8/6/19,*Graciela,2021-08-17T13:34:00,Aug-21,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A840114,8/2/20,Stella,2021-08-17T13:41:00,Aug-21,Adoption,,Dog,Intact Female,1 year,Chow Chow/Doberman Pinsch,Tan/Black
A840905,7/26/21,162 Grams,2021-08-17T14:30:00,Aug-21,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue
A840923,7/2/21,Captain Sandy,2021-08-17T14:44:00,Aug-21,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd,Tan/Black
A832510,4/14/13,Rufus,2021-08-17T15:09:00,Aug-21,Adoption,,Dog,Neutered Male,8 years,Pit Bull Mix,Tan/White
A840557,3/10/21,*Yonaguni,2021-08-17T15:32:00,Aug-21,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White
A840548,5/26/21,,2021-08-17T15:47:00,Aug-21,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A840669,5/11/21,A840669,2021-08-17T15:47:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A840552,5/10/21,Major,2021-08-17T16:11:00,Aug-21,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair,White/Brown
A840363,2/6/20,Shadow,2021-08-17T16:11:00,Aug-21,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A840728,4/12/21,Beans,2021-08-17T16:14:00,Aug-21,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A840550,5/26/21,,2021-08-17T16:18:00,Aug-21,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A840537,8/10/19,Francis N. Beans,2021-08-17T16:29:00,Aug-21,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A840736,8/17/09,*Chiquita,2021-08-17T16:31:00,Aug-21,Adoption,,Dog,Intact Female,12 years,Chihuahua Shorthair,Tan
A840727,4/12/21,A840727,2021-08-17T16:47:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A835965,4/24/21,Luna Lovegood,2021-08-17T16:49:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie
A839710,5/11/21,*Sparkle,2021-08-17T16:59:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair,Brown Tabby
A840721,1/12/21,Sunny,2021-08-17T17:04:00,Aug-21,Adoption,,Dog,Spayed Female,7 months,Australian Shepherd Mix,White/Brown
A840423,2/7/20,Loba,2021-08-17T17:04:00,Aug-21,Adoption,,Dog,Spayed Female,1 year,Siberian Husky,White
A840416,8/7/19,*Big Red,2021-08-17T17:20:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Red/White
A836476,4/10/21,Nacho,2021-08-17T17:24:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby
A840539,5/10/21,A840539,2021-08-17T17:29:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,White/Black
A840213,12/4/20,Odin,2021-08-17T17:32:00,Aug-21,Adoption,,Dog,Neutered Male,8 months,German Shepherd Mix,Black/White
A840730,10/12/20,*Cobalt,2021-08-17T18:06:00,Aug-21,Adoption,,Dog,Neutered Male,10 months,Australian Shepherd Mix,Blue Merle
A840004,7/30/19,Maya,2021-08-17T18:09:00,Aug-21,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A836295,6/11/21,Nova,2021-08-17T18:18:00,Aug-21,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A836294,6/11/21,Apollo,2021-08-17T18:19:00,Aug-21,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A840150,8/3/18,*Bartholomew,2021-08-17T18:26:00,Aug-21,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White
A840217,8/4/19,Minnie,2021-08-17T18:28:00,Aug-21,Adoption,,Dog,Spayed Female,2 years,Belgian Malinois Mix,Brown
A840944,8/2/21,A840944,2021-08-17T18:29:00,Aug-21,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A840945,8/2/21,A840945,2021-08-17T18:29:00,Aug-21,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A840951,8/2/21,A840951,2021-08-17T18:31:00,Aug-21,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue/White
A840236,8/4/19,Luna,2021-08-17T18:54:00,Aug-21,Adoption,,Dog,Spayed Female,2 years,German Shepherd,Black/Tricolor
A840670,5/11/21,A840670,2021-08-17T19:01:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A840950,8/3/21,,2021-08-17T19:46:00,Aug-21,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby
A839028,5/23/21,*Lifesaver,2021-08-18T11:43:00,Aug-21,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black Smoke
A838368,6/7/21,*Atlas,2021-08-18T11:51:00,Aug-21,Adoption,Foster,Dog,Spayed Female,2 months,Plott Hound,Brown Brindle/White
A839407,6/4/21,*Snap,2021-08-18T12:01:00,Aug-21,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A840215,5/20/21,Honey,2021-08-18T12:04:00,Aug-21,Adoption,,Dog,Spayed Female,2 months,Redbone Hound Mix,Red/White
A838568,5/28/21,,2021-08-18T12:07:00,Aug-21,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A837717,4/14/21,*Bobbles,2021-08-18T12:41:00,Aug-21,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby/White
A828370,1/14/19,*Meatloaf,2021-08-18T12:48:00,Aug-21,Adoption,Foster,Dog,Neutered Male,2 years,Catahoula Mix,Blue Merle/White
A838571,5/28/21,,2021-08-18T12:52:00,Aug-21,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A831548,3/1/21,*Mikey,2021-08-18T12:58:00,Aug-21,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby/White
A837939,4/14/21,*Charlie,2021-08-18T13:02:00,Aug-21,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,White/Black
A835717,10/1/20,*Eve,2021-08-18T13:07:00,Aug-21,Adoption,Foster,Cat,Spayed Female,10 months,Domestic Shorthair Mix,White/Black
A836689,6/7/21,*Baxter,2021-08-18T13:12:00,Aug-21,Adoption,Foster,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Tricolor
A836190,6/7/17,Penny,2021-08-18T13:15:00,Aug-21,Adoption,Foster,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby
A832694,10/18/11,Sweetie,2021-08-18T13:20:00,Aug-21,Adoption,Foster,Cat,Spayed Female,9 years,Domestic Longhair,Tortie
A706342,6/27/13,Louise,2021-08-18T13:30:00,Aug-21,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown/White
A840350,8/6/17,Sweetie Pie,2021-08-18T14:39:00,Aug-21,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black
A835294,3/25/21,*Bert,2021-08-18T15:20:00,Aug-21,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A835295,3/25/21,*Ernie,2021-08-18T15:20:00,Aug-21,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby
A840796,8/14/19,Remi,2021-08-18T15:28:00,Aug-21,Adoption,,Dog,Spayed Female,2 years,Catahoula,Brown Merle/White
A669604,12/23/12,Capo,2021-08-18T15:29:00,Aug-21,Adoption,Foster,Dog,Neutered Male,8 years,Boxer,Brown Brindle/White
A839222,5/3/21,*Guava,2021-08-18T15:41:00,Aug-21,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Black
A840035,7/31/19,*Fern,2021-08-18T15:50:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Pembroke Welsh Corgi Mix,Brown/White
A840726,4/12/21,A840726,2021-08-18T15:57:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A840424,3/1/20,Luna,2021-08-18T16:35:00,Aug-21,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever,White
A840778,12/13/20,Cesar,2021-08-18T16:45:00,Aug-21,Adoption,,Dog,Neutered Male,8 months,Chihuahua Shorthair,Tan/White
A838473,3/8/21,Spice,2021-08-18T16:45:00,Aug-21,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Calico
A838341,6/3/21,*Jelly,2021-08-18T16:45:00,Aug-21,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A840555,5/10/21,*Stormy,2021-08-18T16:51:00,Aug-21,Adoption,,Dog,Spayed Female,3 months,Siberian Husky Mix,Black/White
A840450,8/8/17,*Adriel,2021-08-18T16:55:00,Aug-21,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby/White
A840391,5/6/21,A840391,2021-08-18T17:01:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A840700,11/12/20,*Meow Meow,2021-08-18T17:02:00,Aug-21,Transfer,Snr,Cat,Neutered Male,9 months,Domestic Shorthair,Brown Tabby
A840633,10/11/20,Smokey,2021-08-18T17:04:00,Aug-21,Adoption,,Dog,Neutered Male,10 months,German Shepherd,Black/Tan
A840495,8/9/19,Poppyseed,2021-08-18T17:06:00,Aug-21,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Brown
A840729,4/12/21,A840729,2021-08-18T17:10:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
A840718,8/12/19,*Ralph,2021-08-18T17:16:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Shih Tzu/Border Terrier,Tan
A840774,6/13/21,A840774,2021-08-18T17:16:00,Aug-21,Adoption,,Dog,Neutered Male,2 months,Mastiff,Tan/White
A840547,5/26/21,,2021-08-18T17:28:00,Aug-21,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A841010,5/18/21,,2021-08-18T17:31:00,Aug-21,Transfer,Partner,Dog,Intact Female,3 months,Boxer Mix,Brown Brindle
A840631,6/11/21,Tiny Tot,2021-08-18T17:39:00,Aug-21,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby/White
A840632,2/11/18,Paloma,2021-08-18T18:05:00,Aug-21,Adoption,,Dog,Spayed Female,3 years,Great Pyrenees Mix,White/Tan
A840848,6/16/21,Georgie,2021-08-18T18:05:00,Aug-21,Adoption,,Dog,Spayed Female,2 months,Rat Terrier Mix,Black/Tricolor
A840779,12/13/20,A840779,2021-08-18T18:28:00,Aug-21,Adoption,,Dog,Neutered Male,8 months,Chihuahua Longhair,White
A840709,4/12/21,Lime,2021-08-18T18:29:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A840188,8/3/13,Harris,2021-08-18T18:48:00,Aug-21,Adoption,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Tan
A840658,8/11/19,Hawaii,2021-08-18T18:50:00,Aug-21,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White
A838701,6/4/21,Aurora,2021-08-18T18:52:00,Aug-21,Adoption,,Cat,Intact Female,2 months,Siamese,Seal Point
A840850,6/16/21,Bubbles,2021-08-19T11:25:00,Aug-21,Adoption,,Dog,Spayed Female,2 months,Rat Terrier Mix,Black/Tricolor
A840798,8/14/19,A840798,2021-08-19T11:48:00,Aug-21,Transfer,Partner,Dog,Intact Male,2 years,Cairn Terrier Mix,White/Brown
A840922,8/17/19,,2021-08-19T11:48:00,Aug-21,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Gray
A840399,5/23/21,A840399,2021-08-19T12:10:00,Aug-21,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd,White
A841015,7/4/21,,2021-08-19T12:12:00,Aug-21,Transfer,Partner,Dog,Intact Male,1 month,Alaskan Husky,White/Brown
A839371,6/28/21,*Butternut,2021-08-19T12:29:00,Aug-21,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Flame Point
A837385,5/22/21,*Dill,2021-08-19T13:09:00,Aug-21,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A838814,12/12/20,Spot,2021-08-19T13:54:00,Aug-21,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Black/White
A838512,5/24/21,*Jam,2021-08-19T15:03:00,Aug-21,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A835190,5/24/19,Morris,2021-08-19T15:47:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Belgian Malinois,Brown/Black
A839354,7/20/20,Petra,2021-08-19T16:00:00,Aug-21,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black
A840979,2/18/15,Zeus,2021-08-19T16:10:00,Aug-21,Adoption,,Cat,Neutered Male,6 years,Domestic Longhair Mix,Orange Tabby
A840346,8/6/19,*Mochi,2021-08-19T16:11:00,Aug-21,Adoption,,Dog,Intact Female,2 years,Pit Bull,Black/Brown
A840777,12/13/20,Sorla,2021-08-19T16:12:00,Aug-21,Adoption,,Dog,Spayed Female,8 months,Belgian Malinois Mix,Black/White
A839841,7/28/19,Charlie,2021-08-19T16:21:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier,Black/White
A840788,6/14/21,A840788,2021-08-19T16:31:00,Aug-21,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair,Tricolor
A841040,8/6/21,151 Grams,2021-08-19T16:35:00,Aug-21,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair,Brown Tabby/White
A841041,8/6/21,158 Grams,2021-08-19T16:35:00,Aug-21,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Medium Hair,Brown Tabby/White
A841042,8/6/21,185 Grams,2021-08-19T16:35:00,Aug-21,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair,Black/White
A841043,8/6/21,184 Grams,2021-08-19T16:35:00,Aug-21,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair,Black/White
A841044,8/6/21,179 Grams,2021-08-19T16:35:00,Aug-21,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair,Black/White
A839783,6/20/21,*Crispen,2021-08-19T16:39:00,Aug-21,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Brown Tabby/White
A839956,7/30/20,*Poppy,2021-08-19T16:50:00,Aug-21,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A840847,2/16/20,Kijote,2021-08-19T16:58:00,Aug-21,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A840800,6/23/21,A840800,2021-08-19T17:01:00,Aug-21,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Black
A690359,6/19/14,*Porridge,2021-08-19T17:09:00,Aug-21,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Tan/White
A840476,8/9/20,Mia,2021-08-19T17:20:00,Aug-21,Adoption,,Dog,Spayed Female,1 year,Boxer,Brown Brindle
A835006,4/6/21,*Sashimi,2021-08-19T18:04:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby/White
A838045,4/25/21,*Shortbread,2021-08-19T18:31:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A840571,5/10/21,*Lester,2021-08-19T18:33:00,Aug-21,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A840549,5/26/21,,2021-08-19T18:39:00,Aug-21,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A835007,4/6/21,Mac,2021-08-19T19:02:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby/White
A840723,6/12/21,*Arthur,2021-08-19T19:30:00,Aug-21,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Tan
A840370,8/6/19,Tulip,2021-08-19T19:36:00,Aug-21,Adoption,,Dog,Spayed Female,2 years,Border Collie/Cardigan Welsh Corgi,Black/White
A839380,7/21/19,*Ferdinand,2021-08-19T20:03:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,White
A841069,8/12/21,A841069,2021-08-19T20:30:00,Aug-21,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Black/White
A841067,8/12/21,A841067,2021-08-19T20:31:00,Aug-21,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,White/Brown Tabby
A841068,8/12/21,A841068,2021-08-19T20:31:00,Aug-21,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black/White
A840770,8/13/19,Ms Kitty,2021-08-19T21:02:00,Aug-21,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Calico
A840784,12/13/20,Boba,2021-08-19T21:47:00,Aug-21,Adoption,,Dog,Neutered Male,8 months,Border Collie Mix,Black/White
A840785,3/14/21,A840785,2021-08-19T22:10:00,Aug-21,Adoption,,Dog,Neutered Male,5 months,Great Pyrenees Mix,White/Tricolor
A837558,5/12/21,,2021-08-20T10:08:00,Aug-21,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A837109,5/8/21,*Lemongrass,2021-08-20T10:16:00,Aug-21,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A837827,4/29/21,Will,2021-08-20T10:23:00,Aug-21,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby/White
A836690,6/7/21,*Texas Jack,2021-08-20T10:28:00,Aug-21,Adoption,Foster,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,White/Brown Brindle
A836687,6/13/19,*Cookie,2021-08-20T10:32:00,Aug-21,Adoption,Foster,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Black/White
A838567,5/28/21,,2021-08-20T10:36:00,Aug-21,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A838564,5/28/21,,2021-08-20T10:39:00,Aug-21,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A837084,5/10/21,*Tortellini,2021-08-20T10:42:00,Aug-21,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A837559,6/2/21,,2021-08-20T10:52:00,Aug-21,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
A840826,8/16/13,Tilly,2021-08-20T11:00:00,Aug-21,Transfer,Partner,Dog,Spayed Female,8 years,Miniature Schnauzer Mix,Gray
A838367,6/7/21,*Poppy,2021-08-20T12:01:00,Aug-21,Adoption,Foster,Dog,Spayed Female,2 months,Plott Hound,Brown Brindle/White
A836880,6/15/19,*Mandy,2021-08-20T12:35:00,Aug-21,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Black/White
A838750,8/12/13,Rex,2021-08-20T13:45:00,Aug-21,Transfer,Partner,Dog,Intact Male,8 years,German Shepherd,Black/Red
A838912,6/13/21,*Roger,2021-08-20T14:27:00,Aug-21,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Brown Tabby
A840879,4/1/21,Zeus,2021-08-20T15:06:00,Aug-21,Transfer,Partner,Dog,Neutered Male,4 months,Australian Shepherd,Black/White
A840437,11/8/20,Istas,2021-08-20T16:01:00,Aug-21,Adoption,,Dog,Spayed Female,9 months,Chow Chow/Alaskan Husky,Gold/White
A840846,8/16/17,A840846,2021-08-20T16:05:00,Aug-21,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/Tan
A838230,7/5/19,*Jammie Dodger,2021-08-20T16:16:00,Aug-21,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A839437,5/8/21,*Nila,2021-08-20T16:24:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby
A840799,6/23/21,A840799,2021-08-20T16:26:00,Aug-21,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair,Blue Tabby
A841083,4/20/21,Tulip,2021-08-20T16:32:00,Aug-21,Adoption,,Dog,Spayed Female,4 months,Shih Tzu,White/Tan
A840220,8/4/19,Ace,2021-08-20T17:14:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A840954,3/10/21,A840954,2021-08-20T17:22:00,Aug-21,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Blue
A840304,2/5/16,Jessy,2021-08-20T17:23:00,Aug-21,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby/White
A840760,8/13/19,*Bernie,2021-08-20T17:31:00,Aug-21,Adoption,,Cat,Neutered Male,2 years,Siamese,Seal Point
A840956,3/10/21,A840956,2021-08-20T17:33:00,Aug-21,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A835750,3/25/21,*Frisky,2021-08-20T17:38:00,Aug-21,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A840724,6/12/21,*Franklin,2021-08-20T17:43:00,Aug-21,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Black
A840793,4/14/21,A840793,2021-08-20T17:49:00,Aug-21,Adoption,,Dog,Neutered Male,4 months,German Shepherd,Black/Tan
A839834,6/6/21,*Jolokia,2021-08-20T17:58:00,Aug-21,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Brown Tabby
A839435,5/8/21,*Hari,2021-08-20T18:18:00,Aug-21,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A839084,7/16/20,Phineas,2021-08-20T18:58:00,Aug-21,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A840706,8/12/18,*Paloma,2021-08-20T18:59:00,Aug-21,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever,Black/White
A839640,3/25/21,*Celine,2021-08-20T19:04:00,Aug-21,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A839119,6/16/21,*Rudi,2021-08-21T07:07:00,Aug-21,Adoption,Foster,Dog,Spayed Female,2 months,Rottweiler Mix,Black/Brown
A833250,1/24/21,*Sammy,2021-08-21T10:03:00,Aug-21,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Blue Tabby
A795018,11/15/17,Sky,2021-08-21T10:06:00,Aug-21,Adoption,Foster,Dog,Neutered Male,3 years,Golden Retriever Mix,Cream/White
A841114,6/5/21,,2021-08-21T11:06:00,Aug-21,Transfer,Partner,Dog,Intact Male,2 months,Rottweiler Mix,Black/Tan
A825743,11/10/18,*Merrimac,2021-08-21T12:21:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Blue Lacy Mix,Blue/White
A836006,4/28/21,*Tom Collins,2021-08-21T12:31:00,Aug-21,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A836177,5/2/21,*Casper,2021-08-21T13:40:00,Aug-21,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black
A836864,6/15/19,Leo,2021-08-21T13:56:00,Aug-21,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
A836382,4/28/21,*Harvey Milk,2021-08-21T14:04:00,Aug-21,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A836179,5/2/21,*Cheyenne,2021-08-21T14:13:00,Aug-21,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A820855,4/30/20,Coco,2021-08-21T14:17:00,Aug-21,Adoption,,Dog,Spayed Female,1 year,Border Collie Mix,Chocolate
A840731,8/12/20,*Greta,2021-08-21T14:30:00,Aug-21,Adoption,,Dog,Spayed Female,1 year,Border Collie,Black/White
A840423,2/7/20,Loba,2021-08-21T14:55:00,Aug-21,Adoption,,Dog,Spayed Female,1 year,Siberian Husky,White
A838848,7/13/19,*Shiner,2021-08-21T14:57:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/Tan
A840596,8/10/20,*Frito,2021-08-21T15:16:00,Aug-21,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate/White
A840254,6/19/21,*Lil Fe-Line,2021-08-21T15:59:00,Aug-21,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A834586,5/15/19,*Herbert,2021-08-21T17:45:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Brown Brindle
A840708,5/12/21,A840708,2021-08-21T18:06:00,Aug-21,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A838057,5/31/21,*Cirrus,2021-08-21T18:43:00,Aug-21,Adoption,,Dog,Neutered Male,2 months,German Shepherd,Black/Brown
A840978,8/18/10,Abass,2021-08-21T19:04:00,Aug-21,Adoption,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Cream Tabby
A838345,1/7/20,*Cassandra,2021-08-21T19:25:00,Aug-21,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A840989,8/18/19,Oreo,2021-08-22T11:11:00,Aug-21,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tricolor
A834478,5/13/20,Guava,2021-08-22T11:55:00,Aug-21,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A840980,8/18/20,,2021-08-22T12:29:00,Aug-21,Transfer,Partner,Dog,Intact Male,1 year,Old English Sheepdog Mix,White/Blue
A840394,11/8/15,Pumpkin,2021-08-22T12:38:00,Aug-21,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair,Orange Tabby/White
A836558,7/9/20,*Freddie,2021-08-22T13:26:00,Aug-21,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate
A840091,6/2/21,A840091,2021-08-22T13:50:00,Aug-21,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A839008,1/14/21,*Tatsoi,2021-08-22T14:22:00,Aug-21,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair,Brown Tabby/White
A654892,2/26/13,Sophie,2021-08-22T14:39:00,Aug-21,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
A828283,1/12/19,*Trip,2021-08-22T14:46:00,Aug-21,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull,Blue
A794777,5/12/17,Rajah,2021-08-22T14:47:00,Aug-21,Transfer,Partner,Dog,Neutered Male,4 years,Australian Kelpie Mix,Black Brindle
A839910,7/29/19,Melody,2021-08-22T15:07:00,Aug-21,Adoption,,Cat,Spayed Female,2 years,Siamese,Lynx Point
A809001,8/2/19,Maestro,2021-08-22T15:09:00,Aug-21,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A840305,4/5/15,Rogue,2021-08-22T15:20:00,Aug-21,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair,Blue
